policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible
670595,FL,ST  JOHNS COUNTY,459,459,459,459,459,847.36,0,0,0,0
194101,FL,ST  JOHNS COUNTY,459,459,459,459,459,428.69,0,0,0,0
167200,FL,ST  JOHNS COUNTY,1062,1062,1062,1062,1062,1602.72,0,0,0,0
139064,FL,ST  JOHNS COUNTY,2304,2304,2304,2304,2304,2474.16,0,0,0,0
846636,FL,ST  JOHNS COUNTY,1476,1476,1476,1476,1476,1935.04,0,0,0,0
310177,FL,NASSAU COUNTY,185040,185040,185040,185040,185040,313975.87,0,0,0,0
865452,FL,NASSAU COUNTY,0,11095.92,0,0,11095.92,11961.62,0,0,0,0
783429,FL,NASSAU COUNTY,0,8321.94,0,0,8321.94,9646.79,0,0,0,0
878060,FL,NASSAU COUNTY,0,199726.56,0,0,199726.56,277743.75,0,0,0,0
935342,FL,NASSAU COUNTY,0,118356.48,0,0,118356.48,182860.76,0,0,0,0
456376,FL,NASSAU COUNTY,0,17568.54,0,0,17568.54,29936.79,0,0,0,0
363001,FL,NASSAU COUNTY,0,147945.6,0,147945.6,147945.6,238338.59,0,0,0,0
478864,FL,NASSAU COUNTY,0,724933.44,0,0,724933.44,767347.85,0,0,0,0
600402,FL,NASSAU COUNTY,0,8284485.6,0,0,8284485.6,8073943.68,0,0,0,0
483983,FL,NASSAU COUNTY,438498,438498,0,0,438498,636264.11,0,0,0,0
991615,FL,NASSAU COUNTY,0,99960.9,0,0,99960.9,88679.21,0,0,0,0
644573,FL,NASSAU COUNTY,0,669692.78,0,0,669692.78,841130.78,0,0,0,0
853278,FL,NASSAU COUNTY,0,240539.39,0,0,240539.39,412765.59,0,0,0,0
100658,FL,NASSAU COUNTY,0,331518.28,0,0,331518.28,464703.76,0,0,0,0
433115,FL,NASSAU COUNTY,0,5919.86,0,0,5919.86,9839.94,0,0,0,0
760337,FL,NASSAU COUNTY,0,77426.73,0,0,77426.73,73196.13,0,0,0,0
884738,FL,NASSAU COUNTY,0,765763.8,0,0,765763.8,735948.78,0,0,0,0
610102,FL,NASSAU COUNTY,0,7532014.45,0,0,7532014.45,10710000,0,0,0,0
830823,FL,NASSAU COUNTY,0,963962.79,0,0,963962.79,977226.92,0,0,0,0
618364,FL,NASSAU COUNTY,0,121066.57,0,0,121066.57,115414.7,0,0,0,0
712563,FL,NASSAU COUNTY,0,70964.84,0,0,70964.84,72362.85,0,0,0,0
493030,FL,NASSAU COUNTY,0,755749,0,0,755749,658571.77,0,0,0,0
188150,FL,NASSAU COUNTY,0,2162232,0,2162232,2162232,2520816.55,0,0,0,0
589642,FL,NASSAU COUNTY,0,615141.68,0,0,615141.68,895926.17,0,0,0,0
846109,FL,NASSAU COUNTY,0,135000,0,135000,135000,138827.52,0,4050,0,0
399079,FL,NASSAU COUNTY,0,161748,0,161748,161748,235301.93,0,0,0,0
680135,FL,NASSAU COUNTY,0,164484,0,164484,164484,194814.85,0,0,0,0
621379,FL,NASSAU COUNTY,0,170532,0,170532,170532,178465.15,0,0,0,0
606710,FL,NASSAU COUNTY,0,181980,0,181980,181980,181216.05,0,5459.4,0,0
443319,FL,NASSAU COUNTY,0,181980,0,181980,181980,151151.13,0,5459.4,0,0
228591,FL,NASSAU COUNTY,0,186012,0,186012,186012,176389.97,0,0,0,0
721610,FL,NASSAU COUNTY,0,192348,0,192348,192348,210005.55,0,0,0,0
507395,FL,NASSAU COUNTY,0,197604,0,197604,197604,203450.71,0,0,0,0
213399,FL,NASSAU COUNTY,0,198468,0,198468,198468,202538.58,0,0,0,0
579400,FL,NASSAU COUNTY,0,198612,0,198612,198612,226675.88,0,0,0,0
509951,FL,NASSAU COUNTY,0,200052,0,200052,200052,335395.98,0,0,0,0
930798,FL,NASSAU COUNTY,0,201276,0,201276,201276,216909.11,0,0,0,0
729247,FL,NASSAU COUNTY,0,207324,0,207324,207324,252344.61,0,0,0,0
288344,FL,NASSAU COUNTY,0,208836,0,208836,208836,310058.81,0,0,0,0
275351,FL,NASSAU COUNTY,0,212436,0,212436,212436,225030.91,0,0,0,0
976690,FL,NASSAU COUNTY,0,218052,0,218052,218052,332681.94,0,0,0,0
507111,FL,NASSAU COUNTY,0,218412,0,218412,218412,222125,0,0,0,0
547458,FL,NASSAU COUNTY,0,221076,0,221076,221076,277280.37,0,0,0,0
827732,FL,NASSAU COUNTY,0,226764,0,226764,226764,303833.37,0,0,0,0
229489,FL,NASSAU COUNTY,0,237132,0,237132,237132,282225.02,0,0,0,0
175251,FL,NASSAU COUNTY,0,239652,0,239652,239652,178583.88,0,0,0,0
590043,FL,NASSAU COUNTY,0,245052,0,245052,245052,241166.46,0,0,0,0
476037,FL,NASSAU COUNTY,0,245052,0,245052,245052,306551.23,0,0,0,0
674960,FL,NASSAU COUNTY,0,257868,0,257868,257868,338372.33,0,0,0,0
743790,FL,NASSAU COUNTY,0,6381518.4,0,6381518.4,6381518.4,8757880.98,0,0,0,0
817283,FL,NASSAU COUNTY,0,15390000,0,15390000,15390000,11790000,0,461349,0,0
201980,FL,NASSAU COUNTY,235696.5,235696.5,235696.5,235696.5,235696.5,353171.41,0,0,0,0
351505,FL,NASSAU COUNTY,18000,18000,18000,18000,18000,16830,0,540,0,0
798806,FL,NASSAU COUNTY,1772074.8,1772074.8,1772074.8,1772074.8,1772074.8,1768133.71,0,0,0,0
153643,FL,NASSAU COUNTY,95922,95922,95922,95922,95922,150073.42,0,0,0,0
683653,FL,NASSAU COUNTY,20763,20763,20763,20763,20763,20966.31,0,0,0,0
475264,FL,NASSAU COUNTY,0,16560000,0,0,16560000,20610000,0,497691,0,0
912944,FL,NASSAU COUNTY,0,582759.1,0,0,582759.1,1020490.44,0,0,0,0
945134,FL,NASSAU COUNTY,0,2244.53,0,0,2244.53,2937.46,0,0,0,0
219959,FL,NASSAU COUNTY,0,196396.18,0,0,196396.18,190425.74,0,0,0,0
793504,FL,NASSAU COUNTY,0,21500.33,0,0,21500.33,19687.96,0,0,0,0
450423,FL,NASSAU COUNTY,0,74091.86,0,0,74091.86,110035.31,0,0,0,0
505178,FL,NASSAU COUNTY,0,86863.23,0,0,86863.23,123807.2,0,0,0,0
408688,FL,NASSAU COUNTY,0,796134.02,0,0,796134.02,838972.4,0,0,0,0
477759,FL,NASSAU COUNTY,0,298522.2,0,0,298522.2,227585.86,0,0,0,0
882441,FL,NASSAU COUNTY,0,23118.64,0,0,23118.64,23505.92,0,0,0,0
727602,FL,NASSAU COUNTY,0,63407.91,0,0,63407.91,78862,0,0,0,0
313226,FL,NASSAU COUNTY,0,285728.39,0,0,285728.39,288837.12,0,0,0,0
337027,FL,NASSAU COUNTY,0,9016.27,0,0,9016.27,9045.12,0,0,0,0
649251,FL,NASSAU COUNTY,0,80915.23,0,0,80915.23,98214.9,0,0,0,0
142564,FL,NASSAU COUNTY,0,28898.3,0,0,28898.3,36004.04,0,0,0,0
197782,FL,NASSAU COUNTY,0,1505741.49,0,0,1505741.49,2197471.6,0,0,0,0
709787,FL,NASSAU COUNTY,0,53078.59,0,0,53078.59,62305.99,0,0,0,0
655065,FL,NASSAU COUNTY,0,162952.72,0,0,162952.72,185883.43,0,0,0,0
176778,FL,NASSAU COUNTY,0,2261249.55,0,0,2261249.55,1825782.64,0,0,0,0
559179,FL,NASSAU COUNTY,0,1363101.75,0,0,1363101.75,1619364.87,0,0,0,0
698071,FL,NASSAU COUNTY,0,295716.54,0,0,295716.54,247758.41,0,0,0,0
642950,FL,NASSAU COUNTY,0,392231.24,0,0,392231.24,344336.66,0,0,0,0
477240,FL,NASSAU COUNTY,0,192917.17,0,0,192917.17,238214.12,0,0,0,0
672348,FL,NASSAU COUNTY,0,168339.59,0,0,168339.59,269983.03,0,0,0,0
922844,FL,NASSAU COUNTY,0,316029.52,0,0,316029.52,337216.14,0,0,0,0
948580,FL,NASSAU COUNTY,0,151505.63,0,0,151505.63,185310.32,0,0,0,0
364552,FL,NASSAU COUNTY,0,280565.98,0,0,280565.98,329505.66,0,0,0,0
561601,FL,NASSAU COUNTY,0,460128.2,0,0,460128.2,792672.06,0,0,0,0
584749,FL,NASSAU COUNTY,0,324000,0,324000,324000,506745.07,0,9720,0,0
601327,FL,COLUMBIA COUNTY,212850,212850,212850,212850,212850,340143.88,0,0,0,0
302578,FL,COLUMBIA COUNTY,135000,135000,135000,135000,135000,150719.13,0,0,0,0
756585,FL,COLUMBIA COUNTY,94284,94284,94284,94284,94284,100714.17,0,0,0,0
627591,FL,COLUMBIA COUNTY,6300,6300,6300,6300,6300,9566.42,0,0,0,0
663563,FL,COLUMBIA COUNTY,1248407.1,1248407.1,0,0,1248407.1,1417531.31,0,0,0,0
108959,FL,COLUMBIA COUNTY,0,114170.34,0,0,114170.34,136068.22,0,0,0,0
951069,FL,COLUMBIA COUNTY,0,498344.66,0,0,498344.66,434656.21,0,0,0,0
490641,FL,BAKER COUNTY,0,910.22,0,0,910.22,1346.55,0,0,0,0
443968,FL,BAKER COUNTY,0,3195.34,0,0,3195.34,4551.39,0,0,0,0
433688,FL,CLAY COUNTY,0,172157.99,0,0,172157.99,171582.99,0,0,0,0
168578,FL,CLAY COUNTY,945000,945000,945000,945000,945000,750524.67,0,0,0,0
294375,FL,CLAY COUNTY,76500,76500,76500,76500,76500,121368.78,0,0,0,0
902110,FL,CLAY COUNTY,76500,76500,76500,76500,76500,94517.28,0,0,0,0
279816,FL,CLAY COUNTY,431726.4,431726.4,0,0,431726.4,640896.11,0,0,0,0
994565,FL,CLAY COUNTY,0,11767.98,0,0,11767.98,14137.95,0,0,0,0
930535,FL,CLAY COUNTY,0,15981.99,0,0,15981.99,25400.89,0,0,0,0
844642,FL,CLAY COUNTY,0,35302.09,0,0,35302.09,47059.67,0,0,0,0
292887,FL,CLAY COUNTY,0,26396.15,0,0,26396.15,28938.78,0,0,0,0
655128,FL,CLAY COUNTY,0,7536.5,0,0,7536.5,10216,0,0,0,0
164038,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,16695.56,0,0,0,0
163057,FL,CLAY COUNTY,0,29410.75,0,0,29410.75,25890.52,0,0,0,0
327730,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,11239.53,0,0,0,0
218187,FL,CLAY COUNTY,0,25780.36,0,0,25780.36,35155,0,0,0,0
697530,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,16990.72,0,0,0,0
619053,FL,CLAY COUNTY,0,15992.1,0,0,15992.1,23431.62,0,0,0,0
431406,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,7026.15,0,0,0,0
256801,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,22117.33,0,0,0,0
571398,FL,CLAY COUNTY,0,304842.43,0,0,304842.43,250185.41,0,0,0,0
239669,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,13200.19,0,0,0,0
530369,FL,CLAY COUNTY,0,48252.01,0,0,48252.01,36139.79,0,0,0,0
948187,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,13926.22,0,0,0,0
571059,FL,CLAY COUNTY,0,9190.86,0,0,9190.86,14678.43,0,0,0,0
470539,FL,CLAY COUNTY,0,68931.45,0,0,68931.45,85159.98,0,0,0,0
791046,FL,CLAY COUNTY,0,68931.45,0,0,68931.45,99578.92,0,0,0,0
563971,FL,CLAY COUNTY,0,27572.58,0,0,27572.58,30033.98,0,0,0,0
823903,FL,CLAY COUNTY,0,13786.29,0,0,13786.29,22316.42,0,0,0,0
812504,FL,CLAY COUNTY,0,9190.86,0,0,9190.86,10540.08,0,0,0,0
597719,FL,CLAY COUNTY,0,102937.63,0,0,102937.63,94857.02,0,0,0,0
716513,FL,CLAY COUNTY,0,19605.94,0,0,19605.94,18479.62,0,0,0,0
378286,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,16161.17,0,0,0,0
698982,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,12391.68,0,0,0,0
624550,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,13533.17,0,0,0,0
666076,FL,CLAY COUNTY,0,11764.3,0,0,11764.3,11058.82,0,0,0,0
474145,FL,CLAY COUNTY,0,7619.22,0,0,7619.22,6304.92,0,0,0,0
572929,FL,CLAY COUNTY,0,13198.07,0,0,13198.07,18039.84,0,0,0,0
640205,FL,CLAY COUNTY,0,6433.6,0,0,6433.6,8588.09,0,0,0,0
295930,FL,CLAY COUNTY,0,6617.42,0,0,6617.42,5824.75,0,0,0,0
823004,FL,CLAY COUNTY,0,9806.65,0,0,9806.65,9970.77,0,0,0,0
230536,FL,CLAY COUNTY,0,8712.94,0,0,8712.94,10813.94,0,0,0,0
936142,FL,CLAY COUNTY,0,301000.66,0,0,301000.66,321265.52,0,0,0,0
724639,FL,CLAY COUNTY,0,57442.87,0,0,57442.87,86664.06,0,0,0,0
119986,FL,CLAY COUNTY,0,18381.72,0,0,18381.72,15298.37,0,0,0,0
603370,FL,CLAY COUNTY,0,3032.98,0,0,3032.98,4916.61,0,0,0,0
532496,FL,CLAY COUNTY,0,3032.98,0,0,3032.98,4227.37,0,0,0,0
786954,FL,CLAY COUNTY,0,9007.04,0,0,9007.04,7864.77,0,0,0,0
416348,FL,CLAY COUNTY,0,18381.72,0,0,18381.72,27063.92,0,0,0,0
506364,FL,CLAY COUNTY,0,652150.86,0,0,652150.86,614169.6,0,0,0,0
311994,FL,CLAY COUNTY,0,75824.59,0,0,75824.59,85602.93,0,0,0,0
807442,FL,CLAY COUNTY,0,91908.6,0,0,91908.6,94516.04,0,0,0,0
235695,FL,CLAY COUNTY,0,45954.3,0,0,45954.3,41626.05,0,0,0,0
481294,FL,CLAY COUNTY,0,64336.02,0,0,64336.02,69354.23,0,0,0,0
292670,FL,CLAY COUNTY,0,234366.92,0,0,234366.92,184597.7,0,0,0,0
