policyID,propertyID,point_latitude,point_longitude,line,construction,point_granularity
619743,118,30.17476,-82.66251,Residential,Wood,1
910727,119,30.1745,-82.66205,Residential,Wood,1
363647,120,30.17447,-82.66251,Residential,Wood,1
512519,121,30.17417,-82.66218,Residential,Wood,1
904304,122,30.17451,-82.66351,Residential,Wood,1
835349,123,30.17475,-82.66314,Residential,Wood,1
891725,124,30.17514,-82.66341,Residential,Wood,1
923503,125,30.17474,-82.66348,Residential,Wood,1
292347,126,30.17664,-82.66314,Residential,Wood,3
363828,127,30.17638,-82.66314,Residential,Wood,3
110490,128,30.17623,-82.66406,Residential,Wood,3
480733,129,30.17698,-82.67019,Residential,Masonry,4
993346,130,30.174486,-82.671326,Residential,Masonry,4
934992,131,29.7917,-81.4271,Residential,Wood,4
645841,132,29.7917,-81.4271,Residential,Masonry,4
747846,133,29.7917,-81.4271,Residential,Wood,4
482457,134,29.776566,-81.47171,Residential,Wood,1
574787,135,29.776566,-81.47171,Residential,Wood,1
831418,136,29.776566,-81.47171,Residential,Wood,1
968562,137,29.776566,-81.47171,Residential,Wood,1
576324,138,29.7255,-81.466309,Residential,Wood,1
290435,139,29.7255,-81.466309,Residential,Wood,1
526086,140,29.7255,-81.466309,Residential,Wood,1
119823,141,29.7255,-81.466309,Residential,Wood,1
497414,142,29.7255,-81.466309,Residential,Wood,1
340883,143,29.7255,-81.466309,Residential,Wood,1
892551,144,29.7255,-81.466309,Residential,Wood,1
670595,145,29.7255,-81.466309,Residential,Wood,1
194101,146,29.7255,-81.466309,Residential,Wood,1
167200,147,29.7255,-81.466309,Residential,Wood,1
139064,148,29.7255,-81.466309,Residential,Wood,1
846636,149,29.7255,-81.466309,Residential,Wood,1
310177,150,30.57332,-81.45291,Residential,Wood,1
865452,151,30.67464,-81.46114,Residential,Wood,3
783429,152,30.67464,-81.46114,Residential,Wood,3
878060,153,30.67423,-81.46052,Residential,Wood,1
935342,154,30.67423,-81.46052,Residential,Wood,1
456376,155,30.67423,-81.46052,Residential,Wood,1
363001,156,30.67453,-81.46016,Residential,Wood,1
478864,157,30.67513,-81.44708,Residential,Masonry,1
600402,158,30.64687,-81.45801,Commercial,Reinforced Masonry,1
483983,159,30.650143,-81.454407,Residential,Masonry,1
991615,160,30.6202,-81.4719,Residential,Wood,4
644573,161,30.576765,-81.453979,Residential,Masonry,1
853278,162,30.576765,-81.453979,Residential,Wood,1
100658,163,30.6202,-81.4719,Residential,Wood,4
433115,164,30.576765,-81.453979,Residential,Wood,1
760337,165,30.61988,-81.46815,Residential,Wood,1
884738,166,30.576765,-81.453979,Residential,Masonry,1
610102,167,30.671095,-81.462097,Commercial,Reinforced Masonry,1
830823,168,30.67,-81.462,Residential,Masonry,3
618364,169,30.596535,-81.546837,Residential,Wood,1
712563,170,30.596535,-81.546837,Residential,Wood,1
493030,171,30.57326,-81.45367,Residential,Masonry,1
188150,172,30.65372,-81.45105,Commercial,Reinforced Masonry,1
589642,173,30.63945,-81.455553,Residential,Masonry,1
846109,174,30.570326,-81.451576,Residential,Wood,3
399079,175,30.5708,-81.44959,Residential,Wood,1
680135,176,30.5708,-81.44959,Residential,Wood,1
621379,177,30.571087,-81.448578,Residential,Wood,1
606710,178,30.570854,-81.448212,Residential,Wood,1
443319,179,30.571154,-81.448433,Residential,Wood,1
228591,180,30.5708,-81.44959,Residential,Wood,1
721610,181,30.571323,-81.450188,Residential,Wood,1
507395,182,30.570711,-81.448067,Residential,Wood,1
213399,183,30.571777,-81.449326,Residential,Wood,1
579400,184,30.5716,-81.45134,Residential,Wood,1
509951,185,30.57098,-81.44838,Residential,Wood,1
930798,186,30.571613,-81.450577,Residential,Wood,1
729247,187,30.5708,-81.44959,Residential,Wood,1
288344,188,30.5708,-81.44959,Residential,Wood,1
275351,189,30.57164,-81.450279,Residential,Wood,1
976690,190,30.571306,-81.45015,Residential,Wood,1
507111,191,30.571608,-81.450661,Residential,Wood,1
547458,192,30.571609,-81.450615,Residential,Wood,1
827732,193,30.571665,-81.450089,Residential,Wood,1
229489,194,30.571615,-81.450531,Residential,Wood,1
175251,195,30.571812,-81.448822,Residential,Wood,1
590043,196,30.571596,-81.450874,Residential,Wood,1
476037,197,30.5708,-81.44959,Residential,Wood,1
674960,198,30.57086,-81.448174,Residential,Wood,1
743790,199,30.570326,-81.451576,Commercial,Reinforced Masonry,3
817283,200,30.570221,-81.451309,Commercial,Reinforced Concrete,1
201980,201,30.64448,-81.45489,Residential,Wood,1
351505,202,30.653568,-81.449318,Residential,Wood,1
798806,203,30.65118,-81.44969,Residential,Masonry,1
153643,204,30.65118,-81.44969,Residential,Wood,1
683653,205,30.65118,-81.44969,Residential,Wood,1
475264,206,30.639568,-81.442482,Commercial,Reinforced Concrete,1
912944,207,30.59491,-81.539909,Residential,Masonry,4
945134,208,30.59491,-81.539909,Residential,Wood,4
219959,209,30.59491,-81.539909,Residential,Wood,4
793504,210,30.6119,-81.455986,Residential,Wood,3
450423,211,30.596535,-81.546837,Residential,Wood,1
505178,212,30.596535,-81.546837,Residential,Wood,1
408688,213,30.66665,-81.45235,Residential,Masonry,1
477759,214,30.657654,-81.463341,Residential,Wood,1
882441,215,30.65838,-81.46358,Residential,Wood,1
727602,216,30.617165,-81.461609,Residential,Wood,1
313226,217,30.617874,-81.457794,Residential,Wood,1
337027,218,30.663744,-81.453941,Residential,Wood,4
649251,219,30.67024,-81.454628,Residential,Wood,3
142564,220,30.61945,-81.465965,Residential,Wood,1
197782,221,30.610081,-81.446259,Residential,Masonry,1
709787,222,30.610081,-81.446259,Residential,Wood,1
655065,223,30.67044,-81.46572,Residential,Wood,3
176778,224,30.671413,-81.464905,Commercial,Reinforced Masonry,1
559179,225,30.65501,-81.45117,Residential,Masonry,1
698071,226,30.665545,-81.43205,Residential,Wood,3
642950,227,30.63862,-81.43702,Residential,Masonry,4
477240,228,30.66665,-81.45235,Residential,Wood,1
672348,229,30.63833,-81.44564,Residential,Wood,1
922844,230,30.617874,-81.457794,Residential,Wood,1
948580,231,30.67069,-81.458395,Residential,Wood,3
364552,232,30.65838,-81.46358,Residential,Wood,1
561601,233,30.671312,-81.46492,Residential,Masonry,1
584749,234,30.626793,-81.485847,Residential,Wood,1
601327,235,29.925,-82.7109,Residential,Wood,1
302578,236,29.9248,-82.71114,Residential,Wood,1
756585,237,29.90334,-82.63364,Residential,Wood,1
627591,238,29.919149,-82.639236,Residential,Wood,1
663563,239,29.9301,-82.7088,Residential,Masonry,3
108959,240,30.041415,-82.70641,Residential,Wood,3
951069,241,29.92143,-82.71411,Residential,Masonry,1
490641,242,30.265605,-82.16215,Residential,Wood,3
443968,243,30.27125,-82.160875,Residential,Wood,3
433688,244,29.980408,-81.658165,Residential,Wood,1
168578,245,30.0517,-81.82975,Residential,Masonry,1
294375,246,30.0517,-81.82975,Residential,Wood,1
902110,247,30.0517,-81.82975,Residential,Wood,1
279816,248,29.98839,-81.70777,Residential,Masonry,1
994565,249,29.9826,-81.7238,Residential,Wood,4
930535,250,29.9826,-81.7238,Residential,Wood,4
844642,251,29.9826,-81.7238,Residential,Wood,4
292887,252,29.9826,-81.7238,Residential,Wood,4
655128,253,29.9826,-81.7238,Residential,Wood,4
164038,254,29.9826,-81.7238,Residential,Wood,4
163057,255,29.9826,-81.7238,Residential,Wood,4
327730,256,29.9826,-81.7238,Residential,Wood,4
218187,257,29.9826,-81.7238,Residential,Wood,4
697530,258,29.9826,-81.7238,Residential,Wood,4
619053,259,29.9826,-81.7238,Residential,Wood,4
431406,260,29.9826,-81.7238,Residential,Wood,3
256801,261,29.9826,-81.7238,Residential,Wood,4
571398,262,29.9826,-81.7238,Residential,Wood,3
239669,263,29.9826,-81.7238,Residential,Wood,3
530369,264,29.9826,-81.7238,Residential,Wood,4
948187,265,29.9826,-81.7238,Residential,Wood,3
571059,266,29.9826,-81.7238,Residential,Wood,4
470539,267,29.993125,-81.67742,Residential,Wood,3
791046,268,29.993125,-81.67742,Residential,Wood,3
563971,269,29.993125,-81.67742,Residential,Wood,3
823903,270,29.993125,-81.67742,Residential,Wood,3
812504,271,29.9826,-81.7238,Residential,Wood,4
597719,272,29.995916,-81.689049,Residential,Wood,1
716513,273,30.004622,-81.683899,Residential,Wood,3
378286,274,29.9826,-81.7238,Residential,Wood,4
698982,275,29.9826,-81.7238,Residential,Wood,4
624550,276,29.9826,-81.7238,Residential,Wood,4
666076,277,29.9826,-81.7238,Residential,Wood,4
474145,278,29.9826,-81.7238,Residential,Wood,4
572929,279,29.9826,-81.7238,Residential,Wood,4
640205,280,29.9826,-81.7238,Residential,Wood,3
295930,281,30.0156,-81.70065,Residential,Wood,3
823004,282,29.9826,-81.7238,Residential,Wood,4
230536,283,30.004385,-81.683762,Residential,Wood,3
936142,284,30.00421,-81.684,Residential,Wood,3
724639,285,29.9826,-81.7238,Residential,Wood,4
119986,286,29.9826,-81.7238,Residential,Wood,4
603370,287,29.9826,-81.7238,Residential,Wood,4
532496,288,29.9826,-81.7238,Residential,Wood,4
786954,289,30.00169,-81.71087,Residential,Wood,4
416348,290,29.9826,-81.7238,Residential,Wood,4
506364,291,30.006186,-81.698914,Residential,Masonry,1
311994,292,30.006186,-81.698914,Residential,Wood,1
807442,293,30.006186,-81.698914,Residential,Wood,1
235695,294,30.006186,-81.698914,Residential,Wood,1
481294,295,30.006186,-81.698914,Residential,Wood,1
292670,296,30.006186,-81.698914,Residential,Wood,1
127739,297,30.006186,-81.698914,Residential,Wood,1
869056,298,29.9994,-81.71524,Residential,Wood,3
514471,299,29.9826,-81.7238,Residential,Wood,3
903764,300,29.99534,-81.684074,Residential,Wood,3
192068,301,29.98799,-81.69477,Residential,Wood,3
109815,302,30.00593,-81.698545,Residential,Wood,3
495339,303,29.98272,-81.676795,Residential,Masonry,3
752123,304,29.9826,-81.7238,Residential,Wood,4
412775,305,30.00228,-81.699965,Residential,Wood,3
249958,306,29.96809,-81.65459,Residential,Wood,3
754919,307,29.989515,-81.687235,Residential,Wood,3
829637,308,29.989515,-81.687235,Residential,Wood,3
931429,309,29.989515,-81.687235,Residential,Wood,3
565451,310,30.00414,-81.700315,Residential,Wood,3
722334,311,30.00421,-81.684,Residential,Wood,3
630898,312,29.9817,-81.81295,Residential,Wood,3
166536,313,29.9817,-81.81295,Residential,Wood,3
469135,314,29.98782,-81.69136,Residential,Masonry,1
678786,315,30.031706,-81.708595,Residential,Masonry,1
284473,316,29.839308,-81.661644,Residential,Masonry,3
499389,317,29.986181,-81.695091,Residential,Masonry,1
541241,318,29.98,-81.69609,Commercial,Reinforced Masonry,1
797586,319,29.99665,-81.68111,Commercial,Reinforced Masonry,1
812823,320,30.026604,-81.70697,Residential,Wood,1
598244,321,29.981771,-81.675621,Residential,Masonry,3
788363,322,29.997179,-81.736023,Residential,Wood,1
737787,323,30.005896,-81.730293,Residential,Wood,1
445518,324,29.892822,-81.670074,Residential,Wood,1
758347,325,29.983204,-81.755379,Residential,Masonry,1
195133,326,29.983204,-81.755379,Residential,Wood,1
991548,327,29.99319,-81.68175,Residential,Masonry,1
696936,328,30.00093,-81.679455,Residential,Wood,3
393176,329,30.00135,-81.742455,Residential,Wood,3
626647,330,30.00135,-81.742455,Residential,Wood,3
915781,331,30.00135,-81.742455,Residential,Masonry,3
827852,332,30.00135,-81.742455,Residential,Wood,3
800420,333,29.983204,-81.755379,Residential,Wood,1
728346,334,29.983204,-81.755379,Commercial,Reinforced Masonry,1
928642,335,29.983204,-81.755379,Residential,Wood,1
442061,336,29.983204,-81.755379,Residential,Wood,1
810826,337,29.983204,-81.755379,Residential,Wood,1
336798,338,29.983204,-81.755379,Residential,Wood,1
830917,339,29.983204,-81.755379,Residential,Wood,1
984232,340,29.99146,-81.67947,Residential,Masonry,1
203667,341,30.024078,-81.714539,Residential,Wood,1
395084,342,30.024078,-81.714539,Residential,Wood,1
869242,343,30.024033,-81.714836,Residential,Wood,1
704537,344,29.9826,-81.7238,Residential,Wood,4
692691,345,29.99501,-81.69407,Residential,Wood,3
580758,346,30.046192,-81.795082,Residential,Wood,1
515486,347,30.046192,-81.795082,Residential,Wood,1
884079,348,30.046192,-81.795082,Residential,Wood,1
491095,349,29.9826,-81.7238,Residential,Masonry,4
579764,350,29.9826,-81.7238,Residential,Wood,1
263177,351,29.992,-81.68678,Residential,Wood,1
710739,352,29.99327,-81.724515,Residential,Wood,3
156129,353,29.992,-81.68678,Residential,Wood,1
178800,354,29.869762,-82.202431,Residential,Wood,1
406073,355,29.86261,-82.135475,Residential,Wood,3
450089,356,29.864408,-82.135536,Residential,Wood,1
894206,357,30.687055,-81.9198,Residential,Wood,1
472007,358,30.7595,-81.9576,Residential,Masonry,4
500287,359,30.69844,-81.908635,Residential,Masonry,4
365732,360,30.690071,-81.919342,Residential,Wood,3
365145,361,30.690071,-81.919342,Residential,Wood,3
237841,362,30.690071,-81.919342,Residential,Wood,3
497561,363,30.692579,-81.923798,Residential,Wood,1
245837,364,30.692579,-81.923798,Residential,Masonry,1
732075,365,30.687847,-81.928619,Residential,Wood,3
657625,366,30.698156,-81.917923,Commercial,Reinforced Masonry,1
790556,367,30.692579,-81.923798,Residential,Wood,1
207626,368,30.68227,-82.010965,Residential,Wood,3
902008,369,30.68758,-81.90805,Residential,Masonry,1
135936,370,30.51869,-82.95187,Residential,Wood,3
997759,371,30.51869,-82.95187,Residential,Wood,3
470224,372,30.51869,-82.95187,Residential,Wood,3
367761,373,30.505239,-82.95285,Residential,Wood,1
285586,374,30.505239,-82.95285,Residential,Wood,1
122164,375,30.496,-82.9527,Residential,Wood,4
152913,376,30.465835,-83.006185,Residential,Wood,3
655156,377,30.523375,-82.95845,Residential,Wood,1
989201,378,30.523375,-82.95845,Residential,Wood,1
207985,379,30.52085,-82.950535,Residential,Wood,4
732449,380,30.51929,-82.94598,Residential,Wood,1
665653,381,30.519608,-82.954086,Residential,Wood,1
939634,382,30.496,-82.9527,Residential,Masonry,4
981796,383,30.52296,-82.955515,Residential,Wood,4
269573,384,30.496,-82.9527,Residential,Wood,3
602123,385,30.496,-82.9527,Residential,Wood,4
336717,386,30.518326,-82.948914,Residential,Wood,1
238449,387,30.496,-82.9527,Residential,Wood,3
530357,388,30.52904,-82.960715,Residential,Wood,3
896911,389,30.496,-82.9527,Residential,Wood,3
391646,390,30.496,-82.9527,Residential,Wood,3
710345,391,30.496,-82.9527,Residential,Wood,3
944525,392,30.5696,-83.1456,Residential,Wood,4
800878,393,30.599605,-83.236685,Residential,Wood,3
866106,394,30.58925,-83.09455,Residential,Wood,1
204794,395,30.5696,-83.1456,Residential,Wood,1
849458,396,30.5696,-83.1456,Residential,Wood,4
806471,397,30.5696,-83.1456,Residential,Wood,3
464589,398,30.603361,-83.09906,Residential,Wood,1
591943,399,30.02339,-82.3414,Residential,Masonry,3
973133,400,30.02339,-82.3414,Residential,Wood,3
743965,401,30.02756,-82.33126,Residential,Wood,1
528185,402,29.934589,-82.409576,Residential,Wood,3
219113,403,30.024082,-82.338158,Residential,Wood,3
376803,404,30.017946,-82.344803,Residential,Masonry,1
233559,405,30.19826,-82.63482,Residential,Masonry,1
579117,406,30.2598,-82.6422,Residential,Wood,4
517674,407,30.18928,-82.62603,Residential,Wood,1
980808,408,30.189347,-82.631552,Residential,Wood,1
143584,409,30.179675,-82.67663,Residential,Masonry,1
489643,410,30.367133,-82.629161,Residential,Masonry,3
986109,411,30.2598,-82.6422,Residential,Wood,4
654640,412,30.191295,-82.64519,Residential,Wood,1
700895,413,30.183475,-82.68749,Residential,Masonry,4
407962,414,30.232008,-82.638557,Commercial,Steel Frame,3
494610,415,30.174957,-82.662956,Residential,Wood,1
744305,416,30.20295,-82.63428,Residential,Wood,1
512991,417,30.20298,-82.63389,Residential,Wood,1
507789,418,30.174339,-82.662567,Residential,Wood,4
186262,419,30.194994,-82.638016,Commercial,Reinforced Masonry,1
978388,420,30.19006,-82.60341,Residential,Wood,1
784347,421,30.201794,-82.661995,Residential,Masonry,1
679408,422,30.218323,-82.645874,Residential,Wood,1
306619,423,30.218323,-82.645874,Residential,Wood,1
457004,424,30.218323,-82.645874,Residential,Wood,1
329255,425,30.25387,-82.70283,Residential,Wood,3
900892,426,30.25387,-82.70283,Residential,Wood,3
633241,427,30.25387,-82.70283,Residential,Wood,3
502372,428,30.27805,-82.69878,Residential,Wood,3
719075,429,30.186512,-82.695274,Residential,Wood,3
920786,430,30.2598,-82.6422,Residential,Wood,4
232605,431,30.160645,-82.708005,Residential,Wood,1
601984,432,30.2598,-82.6422,Residential,Wood,4
459878,433,30.201059,-82.635643,Residential,Wood,1
565530,434,30.201059,-82.635643,Residential,Masonry,1
202651,435,30.201059,-82.635643,Commercial,Reinforced Masonry,1
909104,436,30.2988,-82.6063,Residential,Wood,4
872719,437,30.189365,-82.63753,Residential,Wood,4
997611,438,30.19182,-82.6585,Residential,Wood,4
519606,439,30.197075,-82.63814,Residential,Wood,3
624248,440,30.11852,-82.68968,Residential,Masonry,4
783767,441,30.189645,-82.63638,Residential,Wood,3
285479,442,30.201195,-82.7174,Residential,Wood,3
424793,443,30.183145,-82.636545,Residential,Wood,4
256213,444,30.1799,-82.66905,Residential,Wood,3
155199,445,30.188485,-82.6921,Residential,Wood,4
830871,446,30.2988,-82.6063,Residential,Wood,4
757768,447,30.17262,-82.66527,Residential,Wood,3
176583,448,30.2988,-82.6063,Residential,Wood,4
678864,449,30.2988,-82.6063,Residential,Wood,4
854000,450,30.18948,-82.61728,Residential,Wood,3
631978,451,30.2988,-82.6063,Residential,Wood,4
967058,452,30.2988,-82.6063,Residential,Wood,4
878374,453,30.2988,-82.6063,Residential,Wood,4
113053,454,30.18883,-82.62323,Residential,Wood,4
288738,455,30.195425,-82.636865,Residential,Wood,4
594369,456,30.2988,-82.6063,Residential,Wood,4
706890,457,30.2988,-82.6063,Residential,Wood,4
536032,458,30.2988,-82.6063,Residential,Wood,4
747825,459,30.2988,-82.6063,Residential,Wood,4
608124,460,30.2988,-82.6063,Residential,Wood,4
934739,461,30.2988,-82.6063,Residential,Wood,4
757078,462,30.175568,-82.588203,Residential,Wood,4
956518,463,30.2988,-82.6063,Residential,Wood,4
548584,464,30.2988,-82.6063,Residential,Wood,4
132904,465,30.2988,-82.6063,Residential,Wood,4
111857,466,30.2988,-82.6063,Residential,Wood,4
388383,467,30.16482,-82.64361,Residential,Wood,4
276410,468,30.043814,-82.075211,Residential,Wood,1
546756,469,30.045353,-82.073212,Residential,Wood,1
669229,470,30.422401,-83.30024,Residential,Wood,1
766573,471,30.416973,-83.30043,Residential,Wood,1
765578,472,30.41388,-83.298165,Residential,Wood,3
166613,473,30.3969,-83.2753,Commercial,Reinforced Masonry,4
883261,474,30.3969,-83.2753,Residential,Masonry,4
842655,475,30.423132,-83.306053,Residential,Masonry,1
248167,476,30.323061,-82.853531,Residential,Masonry,3
976562,477,30.377098,-83.173874,Residential,Wood,1
620457,478,30.297314,-82.96032,Residential,Wood,3
336697,479,30.244864,-82.873199,Residential,Masonry,3
648295,480,30.2885,-83.0554,Residential,Wood,4
858080,481,30.304321,-83.012032,Residential,Wood,3
579910,482,30.304321,-83.012032,Residential,Masonry,3
735184,483,30.242275,-82.864685,Residential,Wood,3
420445,484,30.2885,-83.0554,Residential,Wood,4
373504,485,30.296335,-83.0299,Residential,Wood,1
266080,486,30.296747,-82.977993,Residential,Wood,3
178535,487,30.2885,-83.0554,Residential,Masonry,4
574531,488,30.28364,-82.12209,Residential,Wood,3
606491,489,30.283901,-82.122543,Residential,Wood,3
885991,490,30.285202,-82.105835,Residential,Masonry,1
908170,491,30.285202,-82.105835,Residential,Wood,1
487022,492,30.285202,-82.105835,Residential,Masonry,1
723719,493,30.285257,-82.139542,Residential,Wood,1
628922,494,30.285257,-82.139542,Residential,Wood,1
232316,495,30.2763,-82.1278,Commercial,Reinforced Masonry,4
151933,496,30.30646,-82.1309,Residential,Wood,1
225577,497,30.30646,-82.1309,Residential,Wood,1
443296,498,30.288778,-82.125183,Residential,Wood,1
747464,499,30.27934,-82.13954,Residential,Masonry,3
548566,500,30.288778,-82.125183,Residential,Wood,1
510281,501,30.27934,-82.13954,Residential,Wood,3
481334,502,30.28581,-82.12991,Residential,Wood,1
621142,503,30.288778,-82.125183,Residential,Wood,1
907206,504,30.288778,-82.125183,Residential,Wood,1
963412,505,30.288778,-82.125183,Residential,Wood,1
561805,506,30.34208,-82.11369,Residential,Wood,4
177053,507,30.34208,-82.11369,Residential,Wood,4
888564,508,30.284683,-82.13044,Residential,Wood,3
399592,509,30.29615,-82.12523,Residential,Wood,4
616030,510,30.34208,-82.11369,Residential,Wood,4
671336,511,30.2763,-82.1278,Residential,Wood,3
914194,512,30.2763,-82.1278,Residential,Wood,3
632104,513,30.284683,-82.13044,Residential,Wood,3
895447,514,30.284683,-82.13044,Residential,Wood,3
969519,515,30.284683,-82.13044,Residential,Wood,3
149119,516,30.284683,-82.13044,Residential,Wood,3
804466,517,30.283884,-82.117729,Residential,Wood,3
688199,518,30.283066,-82.11853,Residential,Wood,1
977912,519,30.284683,-82.13044,Residential,Wood,3
312530,520,30.284683,-82.13044,Residential,Wood,3
154572,521,30.284683,-82.13044,Residential,Wood,3
299157,522,30.284683,-82.13044,Residential,Wood,3
358433,523,30.2763,-82.1278,Residential,Wood,4
131991,524,30.2763,-82.1278,Residential,Masonry,3
844614,525,30.2763,-82.1278,Residential,Wood,4
735501,526,30.28179,-82.123635,Residential,Wood,3
703956,527,30.28421,-82.11887,Residential,Masonry,1
